"","BYOMEICD","BYOMEI","CNT"
"3563","I660","中大脳動脈塞栓症",3
"3564","I660","中大脳動脈狭窄症",38
"3565","I660","中大脳動脈閉塞症",36
"3566","I662","視床痛",52
"3567","I663","小脳卒中症候群",4
"3568","I663","延髄外側症候群",1
"3569","I669","脳動脈狭窄症",1
"3570","I669","脳塞栓症",176
"3571","I669","脳血栓症",86
"3572","I670","中大脳動脈解離",1
"3573","I670","未破裂椎骨動脈解離",1
"3574","I670","解離性脳動脈瘤",1
"3575","I671","中大脳動脈瘤",115
"3576","I671","内頚動脈後交通動脈分岐部動脈瘤",18
"3577","I671","内頚動脈海綿静脈洞瘻",9
"3578","I671","内頚動脈脳動脈瘤",61
"3579","I671","前交通動脈瘤",45
"3580","I671","前大脳動脈瘤",30
"3581","I671","多発性脳動脈瘤",90
"3582","I671","後下小脳動脈瘤",6
"3583","I671","未破裂脳動脈瘤",431
"3584","I671","硬膜動静脈瘻",163
"3585","I671","脳動脈瘤",81
"3586","I671","脳動脈瘤の術後",2
"3587","I671","脳動静脈瘻",9
"3588","I671","脳底動脈瘤",1
"3589","I672","脳動脈硬化症",2
"3590","I672","頚動脈硬化症",32
"3591","I674","高血圧性緊急症",2
"3592","I674","高血圧性脳症",39
"3593","I675","もやもや病",69
"3594","I675","成人もやもや病",39
"3595","I678","可逆性後白質脳症症候群",10
"3596","I678","可逆性脳血管攣縮症候群",6
"3597","I678","外頚動脈海綿静脈洞瘻",3
"3598","I678","脳虚血症",3
"3599","I678","虚血性脳血管障害",166
"3600","I679","妊娠期脳血管疾患合併症",3
"3601","I679","脳血管障害",45
"3602","I690","くも膜下出血後遺症",1
"3603","I691","脳出血後遺症",3
"3604","I693","小脳梗塞後遺症",4
"3605","I693","脳梗塞後の片麻痺",2
"3606","I693","脳梗塞後遺症",126
"3607","I693","陳旧性ラクナ梗塞",7
"3608","I693","陳旧性多発性脳梗塞",8
"3609","I693","陳旧性橋梗塞",1
"3610","I693","陳旧性脳梗塞",178
"3611","I694","脳卒中後てんかん",1
"3612","I694","脳卒中後片麻痺",1
"3613","I700","石灰沈着性大動脈狭窄症",1
"3614","I701","腎動脈狭窄症",3
"3615","I7010","腎動脈狭窄症",5
"3616","I702","下肢閉塞性動脈硬化症",30
"3617","I7020","下肢閉塞性動脈硬化症",265
"3618","I7021","下肢閉塞性動脈硬化症・壊疽あり",4
"3619","I708","動脈硬化性網膜症",6
"3620","I709","動脈硬化性閉塞性血管炎",2
"3621","I709","動脈硬化症",31
"3622","I709","閉塞性動脈硬化症",361
"3623","I709","閉塞性血管炎",2
"3624","I7090","動脈硬化症",11
"3625","I7090","閉塞性動脈硬化症",85
"3626","I7090","閉塞性血管炎",5
"3627","I710","急性大動脈解離",107
"3628","I710","急性大動脈解離ＤｅＢａｋｅｙＩＩＩａ",3
"3629","I710","急性大動脈解離ＳｔａｎｆｏｒｄＡ",54
"3630","I710","急性大動脈解離ＳｔａｎｆｏｒｄＢ",72
"3631","I710","慢性大動脈解離",48
"3632","I710","早期血栓閉鎖型大動脈解離",3
"3633","I710","解離性動脈瘤",1
"3634","I710","解離性大動脈瘤",301
"3635","I710","解離性大動脈瘤ＤｅＢａｋｅｙＩ",30
"3636","I710","解離性大動脈瘤ＤｅＢａｋｅｙＩＩＩｂ",27
"3637","I710","解離性大動脈瘤ＳｔａｎｆｏｒｄＡ",33
"3638","I710","解離性大動脈瘤ＳｔａｎｆｏｒｄＢ",71
"3639","I710","解離性胸部大動脈瘤",41
"3640","I711","胸部大動脈瘤破裂",12
"3641","I712","上行大動脈拡張",12
"3642","I712","上行胸部大動脈瘤",104
"3643","I712","下行胸部大動脈瘤",10
"3644","I712","弓部大動脈瘤",44
"3645","I712","感染性胸部大動脈瘤",12
"3646","I712","胸部大動脈瘤",690
"3647","I712","胸部大動脈瘤切迫破裂",6
"3648","I713","腹部大動脈瘤破裂",9
"3649","I714","感染性腹部大動脈瘤",3
"3650","I714","腹部大動脈瘤",1010
"3651","I714","腹部大動脈瘤切迫破裂",10
"3652","I716","胸腹部大動脈瘤",171
"3653","I719","大動脈瘤",3
"3654","I720","内頚動脈脳動脈瘤",171
"3655","I720","未破裂内頚動脈解離",6
"3656","I720","総頚動脈瘤",3
"3657","I721","上腕動脈瘤",4
"3658","I722","腎動脈瘤",9
"3659","I723","総腸骨動脈瘤",95
"3660","I723","総腸骨動脈解離",2
"3661","I723","腸骨動脈瘤",111
"3662","I723","腸骨動脈解離",1
"3663","I724","大腿動脈仮性動脈瘤",2
"3664","I724","大腿動脈瘤",9
"3665","I725","脳底動脈瘤",21
"3666","I726","未破裂椎骨動脈解離",33
"3667","I726","椎骨動脈瘤",28
"3668","I728","上腸間膜動脈解離",7
"3669","I728","下腸間膜動脈瘤",1
"3670","I728","右胃動脈瘤",3
"3671","I728","肝動脈解離",1
"3672","I728","胃十二指腸動脈瘤",3
"3673","I728","脾動脈瘤",15
"3674","I728","腹腔動脈瘤",11
"3675","I728","膵十二指腸動脈瘤",14
"3676","I728","蝶口蓋動脈瘤",1
"3677","I728","鎖骨下動脈瘤",9
"3678","I729","偽性動脈瘤",35
"3679","I729","動脈瘤",11
"3680","I729","感染性動脈瘤",1
"3681","I729","解離性動脈瘤",5
"3682","I730","レイノー症候群",10
"3683","I731","バージャー病",21
"3684","I731","全身性閉塞性血栓血管炎",7
"3685","I731","閉塞性血栓血管炎",110
"3686","I738","ブルートウ症候群",10
"3687","I738","四肢末梢循環障害",1
"3688","I738","肢端チアノーゼ",1
"3689","I739","動脈硬化性間欠性跛行",6
"3690","I739","末梢循環障害",56
"3691","I739","間欠性跛行",1
"3692","I740","腹部大動脈閉塞症",6
"3693","I742","上肢慢性動脈閉塞症",13
"3694","I743","下肢急性動脈閉塞症",3
"3695","I743","下肢慢性動脈閉塞症",55
"3696","I743","大腿動脈閉塞症",6
"3697","I743","重症虚血肢",9
"3698","I744","末梢動脈塞栓症",2
"3699","I745","外腸骨動脈閉塞症",1
"3700","I745","腸骨動脈血栓症",5
"3701","I748","鎖骨下動脈閉塞症",9
"3702","I749","動脈塞栓症",85
"3703","I749","動脈血栓症",13
"3704","I749","慢性動脈閉塞症",256
"3705","I749","血栓塞栓症",377
"3706","I770","内頚動脈海綿静脈洞瘻",11
"3707","I770","動静脈瘻",11
"3708","I770","外頚動脈海綿静脈洞瘻",3
"3709","I770","後天性動静脈瘻",4
"3710","I770","腎動静脈瘻",5
"3711","I770","顔面動静脈瘻",3
"3712","I771","大腿動脈狭窄症",2
"3713","I771","鎖骨下動脈狭窄症",19
"3714","I772","動脈瘻",7
"3715","I772","動脈破裂",1
"3716","I772","大動脈食道瘻",1
"3717","I776","大動脈炎",13
"3718","I780","オスラー病",14
"3719","I781","毛細血管拡張症",1
"3720","I788","毛細血管出血",3
"3721","I800","下肢血栓性静脈炎",2
"3722","I802","下肢静脈血栓症",188
"3723","I802","下腿静脈血栓症",162
"3724","I802","深部静脈血栓症",1190
"3725","I803","下肢血栓性静脈炎",1
"3726","I803","下肢静脈炎",17
"3727","I803","下肢静脈血栓症",2
"3728","I803","下腿静脈炎",1
"3729","I809","血栓性静脈炎",17
"3730","I81","肝外門脈閉塞症",4
"3731","I81","門脈塞栓症",1
"3732","I81","門脈血栓症",139
"3733","I81","門脈閉塞症",12
"3734","I820","肝静脈血栓症",3
"3735","I822","下大静脈血栓症",12
"3736","I822","大静脈塞栓症",4
"3737","I828","上肢静脈血栓症",1
"3738","I829","急性静脈血栓症",3
"3739","I829","静脈塞栓症",9
"3740","I829","静脈血栓症",522
"3741","I830","下肢静脈瘤性潰瘍",13
"3742","I831","うっ滞性皮膚炎",31
"3743","I839","下肢静脈瘤",290
"3744","I839","静脈瘤",7
"3745","I841","出血性内痔核",4
"3746","I841","炎症性内痔核",3
"3747","I841","脱出性内痔核",3
"3748","I842","内痔核",15
"3749","I843","血栓性外痔核",1
"3750","I844","出血性外痔核",2
"3751","I845","外痔核",9
"3752","I848","出血性痔核",2
"3753","I848","脱出性痔核",1
"3754","I849","痔核",11
"3755","I850","食道静脈瘤出血",23
"3756","I850","食道静脈瘤破裂",15
"3757","I859","胃食道静脈瘤",8
"3758","I859","食道胃静脈瘤",65
"3759","I859","食道静脈瘤",370
"3760","I861","精索静脈瘤",31
"3761","I863","外陰静脈瘤",3
"3762","I864","胃静脈瘤",63
"3763","I864","胃静脈瘤破裂",1
"3764","I864","胃食道静脈瘤",2
"3765","I864","食道胃静脈瘤",2
"3766","I868","十二指腸静脈瘤",2
"3767","I868","大腸静脈瘤",1
"3768","I868","空腸静脈瘤",1
"3769","I871","上大静脈症候群",5
"3770","I871","下大静脈症候群",2
"3771","I871","静脈狭窄",6
"3772","I880","腸間膜リンパ節炎",3
"3773","I889","リンパ節炎",30
"3774","I890","リンパ浮腫",248
"3775","I890","上下肢リンパ浮腫",3
"3776","I890","上肢リンパ浮腫",113
"3777","I890","下肢リンパ浮腫",184
"3778","I891","リンパ管炎",12
"3779","I898","リンパ漏",7
"3780","I898","乳び性腹水",7
"3781","I898","乳び漏",7
"3782","I898","乳び胸",17
"3783","I898","術後乳び胸",1
"3784","I950","本態性低血圧症",11
"3785","I951","二次性起立性低血圧症",3
"3786","I951","体位性低血圧症",6
"3787","I951","起立性低血圧症",100
"3788","I951","起立性眩暈",1
"3789","I951","起立性調節障害",22
"3790","I952","薬剤性低血圧症",1
"3791","I959","一過性低血圧症",3
"3792","I959","低血圧症",16
"3793","I971","フォンタン術後症候群",17
"3794","I971","心臓術後循環異常症",18
"3795","I971","術後タンポナーデ",3
"3796","I972","乳房切除後リンパ浮腫症候群",11
"3797","I978","血行再建症候群",1
"3798","I978","術後乳び胸",1
"3799","I978","術後房室ブロック",1
"3800","I979","術後循環異常症",1
"3801","I983","アルコール性肝硬変に伴う食道静脈瘤出血",3
"3802","J00","かぜ",1
"3803","J00","上咽頭炎",4
"3804","J00","急性鼻咽頭炎",3
"3805","J00","感冒",28
"3806","J019","急性副鼻腔炎",30
"3807","J029","上咽頭炎",2
"3808","J029","咽頭炎",664
"3809","J029","急性咽頭炎",51
"3810","J029","感染性咽頭炎",5
"3811","J038","アデノウイルス扁桃炎",2
"3812","J039","急性扁桃炎",16
"3813","J039","扁桃炎",240
"3814","J040","喉頭炎",25
"3815","J040","急性喉頭炎",16
"3816","J040","急性声帯炎",2
"3817","J040","急性声門下喉頭炎",1
"3818","J041","急性気管炎",6
"3819","J051","喉頭蓋炎",20
"3820","J051","急性喉頭蓋炎",6
"3821","J060","咽頭喉頭炎",7
"3822","J060","急性咽頭喉頭炎",12
"3823","J068","咽頭扁桃炎",14
"3824","J068","咽頭気管炎",4
"3825","J068","急性咽頭扁桃炎",1
"3826","J069","急性上気道炎",174
"3827","J101","インフルエンザＡ型",42
"3828","J101","インフルエンザＢ型",5
"3829","J110","インフルエンザ肺炎",2
"3830","J111","インフルエンザ",269
"3831","J111","インフルエンザ性急性上気道感染",1
"3832","J111","インフルエンザ気管支炎",5
"3833","J118","インフルエンザ心筋炎",1
"3834","J118","インフルエンザ脳症",6
"3835","J120","アデノウイルス肺炎",1
"3836","J123","ヒトメタニューモウイルス肺炎",8
"3837","J128","ヒトメタニューモウイルス肺炎",1
"3838","J129","ウイルス性肺炎",4
"3839","J13","肺炎球菌肺炎",22
"3840","J14","インフルエンザ菌肺炎",3
"3841","J151","緑膿菌肺炎",14
"3842","J152","ＭＲＳＡ肺炎",69
"3843","J157","マイコプラズマ肺炎",13
"3844","J159","細菌性肺炎",158
"3845","J168","カリニ肺炎",3
"3846","J173","ニューモシスチス肺炎",3
"3847","J180","びまん性肺炎",4
"3848","J180","気管支肺炎",19
"3849","J188","胸膜肺炎",3
"3850","J188","閉塞性肺炎",12
"3851","J189","小児肺炎",19
"3852","J189","急性肺炎",424
"3853","J189","敗血症性肺炎",4
"3854","J189","肺炎",796
"3855","J200","マイコプラズマ気管支炎",1
"3856","J205","ＲＳウイルス気管支炎",3
"3857","J208","ウイルス性気管支炎",3
"3858","J209","クループ性気管支炎",3
"3859","J209","亜急性気管支炎",5
"3860","J209","急性気管支炎",408
"3861","J209","急性気管気管支炎",50
"3862","J210","ＲＳウイルス細気管支炎",2
"3863","J300","血管運動性鼻炎",6
"3864","J301","アレルギー性鼻結膜炎",32
"3865","J301","スギ花粉症",2
"3866","J301","花粉症",262
"3867","J302","季節性アレルギー性鼻炎",6
"3868","J303","通年性アレルギー性鼻炎",90
"3869","J304","アレルギー性鼻咽頭炎",16
"3870","J304","アレルギー性鼻炎",2139
"3871","J310","慢性鼻炎",5
"3872","J310","肥厚性鼻炎",4
"3873","J310","閉塞性鼻炎",4
"3874","J310","鼻炎",1
"3875","J311","慢性鼻咽頭炎",8
"3876","J312","慢性咽喉頭炎",1
"3877","J312","慢性咽頭炎",92
"3878","J312","慢性咽頭痛",3
"3879","J320","上顎洞炎",23
"3880","J320","歯性上顎洞炎",18
"3881","J323","蝶形骨洞炎",1
"3882","J324","汎副鼻腔炎",37
"3883","J328","好酸球性副鼻腔炎",29
"3884","J329","副鼻腔炎",224
"3885","J329","化膿性副鼻腔炎",2
"3886","J329","小児副鼻腔炎",3
"3887","J329","慢性副鼻腔炎",966
"3888","J330","後鼻孔ポリープ",1
"3889","J330","鼻腔ポリープ",1
"3890","J339","鼻茸",6
"3891","J341","上顎洞のう胞",3
"3892","J341","前頭洞のう胞",7
"3893","J341","副鼻腔のう胞",15
"3894","J341","篩骨洞のう胞",6
"3895","J342","鼻中隔弯曲症",279
"3896","J343","鼻甲介肥厚症",4
"3897","J348","鼻中隔穿孔",1
"3898","J348","鼻前庭炎",1
"3899","J350","慢性扁桃炎",57
"3900","J350","扁桃病巣感染症",6
"3901","J351","扁桃肥大",61
"3902","J352","アデノイド肥大",7
"3903","J353","アデノイド肥大を伴う扁桃肥大",24
"3904","J358","アデノイド増殖症",42
"3905","J36","扁桃周囲炎",3
"3906","J36","扁桃周囲膿瘍",6
"3907","J370","慢性咽喉頭炎",349
"3908","J370","慢性喉頭炎",307
"3909","J370","慢性喉頭蓋炎",1
"3910","J371","慢性喉頭気管炎",9
"3911","J380","喉頭麻痺",23
"3912","J380","声帯不全麻痺",3
"3913","J380","声帯麻痺",306
"3914","J381","ポリープ様声帯",9
"3915","J381","声帯ポリープ",71
"3916","J382","声帯炎",4
"3917","J382","声帯結節症",8
"3918","J382","浮腫性声帯炎",2
"3919","J383","声帯のう胞",15
"3920","J383","声帯白斑症",14
"3921","J383","声帯肉芽腫",3
"3922","J383","声帯萎縮",5
"3923","J384","喉頭浮腫",41
"3924","J384","声門下浮腫",9
"3925","J386","喉頭狭窄症",60
"3926","J386","喉頭閉塞",2
"3927","J387","喉頭壊死",1
"3928","J387","喉頭白斑症",1
"3929","J387","喉頭肉芽腫",15
"3930","J387","喉頭蓋のう胞",16
"3931","J387","急性喉頭蓋膿瘍",6
"3932","J390","咽後膿瘍",1
"3933","J390","深頚部膿瘍",5
"3934","J391","鼻咽頭蜂巣炎",1
"3935","J392","咽頭ポリープ",2
"3936","J392","咽頭浮腫",2
"3937","J392","咽頭潰瘍",1
"3938","J392","咽頭狭窄症",3
"3939","J392","咽頭麻痺",1
"3940","J398","副鼻腔気管支症候群",1
"3941","J398","慢性上気道炎",1
"3942","J398","気管内肉芽腫",17
"3943","J398","気管狭窄症",119
"3944","J398","気管軟化症",38
"3945","J398","気管食道狭窄",1
"3946","J40","びまん性気管支炎",4
"3947","J40","嚥下性気管支炎",1
"3948","J40","気管支炎",478
"3949","J40","気管気管支炎",22
"3950","J410","喫煙者気管支炎",7
"3951","J411","粘液膿性慢性気管支炎",1
"3952","J42","慢性気管支炎",593
"3953","J42","慢性気管気管支炎",2
"3954","J42","慢性気管炎",2
"3955","J429","慢性気管支炎",3
"3956","J439","ブラ性肺気腫",5
"3957","J439","慢性肺気腫",74
"3958","J439","気腫性肺のう胞",15
"3959","J439","肺気腫",181
"3960","J439","閉塞性肺気腫",14
"3961","J441","慢性閉塞性肺疾患の急性増悪",3
"3962","J448","びまん性汎細気管支炎",3
"3963","J448","閉塞性気管支炎",11
"3964","J448","閉塞性細気管支炎",103
"3965","J449","慢性閉塞性肺疾患",610
"3966","J450","アトピー性喘息",55
"3967","J450","アレルギー性喘息",1
"3968","J450","アレルギー性気管支炎",32
"3969","J450","外因性喘息",2
"3970","J450","小児喘息",24
"3971","J450","小児喘息性気管支炎",1
"3972","J451","心因性喘息",1
"3973","J451","感染型気管支喘息",2
"3974","J451","非アトピー性喘息",4
"3975","J458","混合型喘息",2
"3976","J459","咳喘息",4
"3977","J459","喘息性気管支炎",16
"3978","J459","夜間性喘息",10
"3979","J459","気管支喘息",1549
"3980","J459","難治性喘息",11
"3981","J46","気管支喘息発作",57
"3982","J46","気管支喘息重積発作",2
"3983","J47","慢性気管支拡張症",5
"3984","J47","気管支拡張症",41
"3985","J47","細気管支拡張症",3
"3986","J61","石綿肺",7
"3987","J64","塵肺症",2
"3988","J672","鳥関連過敏性肺炎",17
"3989","J678","住居関連過敏性肺炎",4
"3990","J678","夏型過敏性肺炎",21
"3991","J680","化学物質性気管支炎",12
"3992","J681","化学物質性肺水腫",1
"3993","J690","吐物嚥下性肺炎",1
"3994","J690","嚥下性肺炎",1
"3995","J690","誤嚥性肺炎",630
"3996","J700","放射線肺炎",23
"3997","J704","薬剤性間質性肺炎",155
"3998","J708","輸血関連急性肺障害",1
"3999","J80","ショック肺",1
"4000","J80","急性呼吸窮迫症候群",16
"4001","J81","再膨張性肺水腫",3
"4002","J81","急性肺水腫",11
"4003","J81","肺うっ血",3
"4004","J81","肺水腫",20
"4005","J82","急性好酸球性肺炎",8
"4006","J840","肺胞蛋白症",7
"4007","J841","びまん性間質性肺炎",53
"4008","J841","急性間質性肺炎",6
"4009","J841","気腫合併肺線維症",5
"4010","J841","特発性器質化肺炎",65
"4011","J841","特発性肺線維症",113
"4012","J841","特発性間質性肺炎",163
"4013","J841","肺線維症",20
"4014","J841","通常型間質性肺炎",9
"4015","J841","非特異性間質性肺炎",17
"4016","J848","びまん性間質性肺炎",4
"4017","J849","急性間質性肺炎",3
"4018","J849","間質性肺炎",898
"4019","J849","間質性肺疾患",55
"4020","J851","肺炎合併肺膿瘍",2
"4021","J851","肺膿瘍",1
"4022","J852","ＭＲＳＡ肺化膿症",1
"4023","J852","慢性肺化膿症",1
"4024","J852","肺化膿症",15
"4025","J852","肺膿瘍",29
"4026","J853","縦隔膿瘍",8
"4027","J860","気管支瘻膿胸",35
"4028","J869","ＭＲＳＡ膿胸",2
"4029","J869","慢性膿胸",18
"4030","J869","膿胸",88
"4031","J869","限局性膿胸",1
"4032","J90","滲出性胸水",12
"4033","J90","漏出性胸水",14
"4034","J90","細菌性胸膜炎",5
"4035","J90","胸水貯留",338
"4036","J90","血性胸水",5
"4037","J91","肝性胸水",3
"4038","J920","石綿性胸膜斑",5
"4039","J920","石綿関連びまん性胸膜肥厚",3
"4040","J929","びまん性胸膜肥厚",2
"4041","J929","胸膜肥厚",8
"4042","J930","緊張性気胸",6
"4043","J931","月経随伴性気胸",6
"4044","J931","特発性気胸",2
"4045","J931","自然気胸",84
"4046","J938","続発性気胸",51
"4047","J939","気胸",90
"4048","J940","乳び胸水",5
"4049","J942","血胸",16
"4050","J948","胸膜癒着",2
"4051","J949","胸膜疾患",2
"4052","J950","気管切開機能障害",156
"4053","J950","気管切開部出血",9
"4054","J950","気管切開部気道閉塞",5
"4055","J950","気管孔狭窄",2
"4056","J958","人工呼吸器関連肺炎",2
"4057","J958","喉頭摘出術後遺症",13
"4058","J958","無気肺",1
"4059","J958","術後呼吸不全",1
"4060","J958","術後肺炎",58
"4061","J959","術後肺合併症",1
"4062","J960","急性呼吸不全",32
"4063","J9609","急性呼吸不全",91
"4064","J9609","慢性呼吸不全急性増悪",1
"4065","J961","慢性呼吸不全",149
"4066","J9619","慢性呼吸不全",562
"4067","J969","呼吸不全",19
"4068","J9691","２型呼吸不全",10
"4069","J9699","呼吸不全",78
"4070","J980","気管支狭窄症",15
"4071","J980","食道気管瘻",9
"4072","J981","上葉無気肺",2
"4073","J981","下葉無気肺",1
"4074","J981","無気肺",14
"4075","J981","続発性無気肺",3
"4076","J981","閉塞性無気肺",1
"4077","J982","縦隔気腫",2
"4078","J984","急性肺傷害",2
"4079","J984","気管支のう胞",4
"4080","J984","縦隔気管支のう胞",7
"4081","J984","肺のう胞",6
"4082","J984","肺ヘルニア",3
"4083","J984","肺瘻",9
"4084","J984","非特異的炎症性肺腫瘤",5
"4085","J985","急性縦隔炎",5
"4086","J985","縦隔ヘルニア",1
"4087","J985","縦隔炎",29
"4088","J985","術後縦隔タンポナーデ",2
"4089","J986","横隔膜腫瘤",5
"4090","J986","横隔膜麻痺",3
"4091","J988","気道狭窄",40
"4092","J988","気道閉塞",18
"4093","J990","リウマチ性肺疾患",1
"4094","J990","関節リウマチ性間質性肺炎",6
"4095","J991","皮膚筋炎性間質性肺炎",1
"4096","J991","膠原病性間質性肺炎",15
"4097","J998","肺アスペルギルス症",2
"4098","J998","肺真菌症",1
"4099","K029","う蝕",2
"4100","K038","歯冠破折",2
"4101","K047","歯槽膿瘍",1
"4102","K048","歯根のう胞",2
"4103","K051","歯肉炎",2
"4104","K052","急性歯周炎",2
"4105","K053","化膿性歯周炎",1
"4106","K053","歯周炎",2
"4107","K054","歯周症",1
"4108","K068","歯肉出血",1
"4109","K076","筋性開口障害",4
"4110","K081","歯の欠損",2
"4111","K089","歯の動揺",2
"4112","K092","顎骨のう胞",2
"4113","K099","口腔粘膜のう胞",2
"4114","K102","上顎骨骨髄炎",1
"4115","K102","下顎骨壊死",7
"4116","K102","下顎骨炎",1
"4117","K102","下顎骨骨髄炎",9
"4118","K102","放射線性顎骨壊死",10
"4119","K109","顎痛",2
"4120","K112","化膿性耳下腺炎",1
"4121","K112","急性耳下腺炎",1
"4122","K112","耳下腺炎",3
"4123","K112","顎下腺炎",1
"4124","K115","顎下腺唾石症",3
"4125","K116","耳下腺のう胞",3
"4126","K117","口腔乾燥症",21
"4127","K117","放射線口腔乾燥症",18
"4128","K118","ＩｇＧ４関連ミクリッツ病",17
"4129","K118","ミクリッツ症候群",19
"4130","K119","顎下腺腫瘤",3
"4131","K120","アフタ性口内炎",126
"4132","K120","再発性アフタ",4
"4133","K121","口内炎",1001
"4134","K121","口腔感染症",1
"4135","K121","多発性口内炎",8
"4136","K121","接触性口内炎",3
"4137","K121","放射線性口内炎",9
"4138","K121","潰瘍性口内炎",52
"4139","K121","難治性口内炎",30
"4140","K122","口腔底蜂巣炎",2
"4141","K122","口腔底蜂窩織炎",3
"4142","K130","口唇潰瘍",1
"4143","K130","口唇炎",2
"4144","K130","口角炎",5
"4145","K132","舌白板症",14
"4146","K137","口腔出血",2
"4147","K140","舌潰瘍",1
"4148","K140","舌炎",95
"4149","K148","舌根腫瘤",6
"4150","K148","舌腫瘤",1
"4151","K20","化学性食道炎",1
"4152","K20","好酸球性食道炎",1
"4153","K20","放射線食道炎",9
"4154","K20","消化性食道炎",1
"4155","K20","腐食性食道炎",2
"4156","K20","食道炎",10
"4157","K210","再発再燃を繰り返す逆流性食道炎",33
"4158","K210","維持療法の必要な術後難治性逆流性食道炎",152
"4159","K210","維持療法の必要な難治性逆流性食道炎",4322
"4160","K210","術後逆流性食道炎",62
"4161","K210","術後難治性逆流性食道炎",3
"4162","K210","逆流性食道炎",2201
"4163","K210","難治性逆流性食道炎",811
"4164","K219","胃食道逆流症",568
"4165","K219","逆流性食道炎",1
"4166","K219","非びらん性胃食道逆流症",11
"4167","K220","食道アカラシア",52
"4168","K221","薬剤性食道潰瘍",4
"4169","K221","食道潰瘍",18
"4170","K222","食道狭窄",184
"4171","K223","食道穿孔",12
"4172","K226","マロリ・ワイス症候群",8
"4173","K227","バレット食道",1
"4174","K228","食道出血",1
"4175","K228","食道瘻",1
"4176","K228","食道通過障害",3
"4177","K250","ストレス性胃潰瘍",379
"4178","K250","急性出血性胃潰瘍",73
"4179","K250","急性胃粘膜病変",60
"4180","K250","術後胃潰瘍",1
"4181","K253","急性胃潰瘍",37
"4182","K254","ステロイド潰瘍",57
"4183","K254","出血性胃潰瘍",255
"4184","K255","穿孔性胃潰瘍",7
"4185","K255","胃穿孔",8
"4186","K256","出血性胃潰瘍穿孔",4
"4187","K257","再発性胃潰瘍",3
"4188","K257","慢性胃潰瘍",266
"4189","K257","胃潰瘍瘢痕",13
"4190","K259","ＮＳＡＩＤｓ胃潰瘍",52
"4191","K259","ＮＳＡＩＤ胃潰瘍",18
"4192","K259","出血性胃潰瘍",1
"4193","K259","胃びらん",81
"4194","K259","胃潰瘍",5291
"4195","K259","難治性胃潰瘍",94
"4196","K260","ストレス性十二指腸潰瘍",2
"4197","K260","急性出血性十二指腸潰瘍",26
"4198","K263","急性十二指腸潰瘍",8
"4199","K264","出血性十二指腸潰瘍",43
"4200","K265","十二指腸穿孔",9
"4201","K265","穿孔性十二指腸潰瘍",5
"4202","K266","出血性十二指腸潰瘍穿孔",7
"4203","K267","再発性十二指腸潰瘍",1
"4204","K267","十二指腸潰瘍瘢痕",1
"4205","K267","慢性十二指腸潰瘍",3
"4206","K269","ＮＳＡＩＤｓ十二指腸潰瘍",3
"4207","K269","ＮＳＡＩＤ十二指腸潰瘍",2
"4208","K269","十二指腸潰瘍",368
"4209","K269","十二指腸潰瘍瘢痕",1
"4210","K269","十二指腸球後部潰瘍",2
"4211","K279","胃十二指腸潰瘍",508
"4212","K289","吻合部潰瘍",124
"4213","K289","難治性吻合部潰瘍",1
"4214","K290","出血性胃炎",22
"4215","K291","急性胃炎",106
"4216","K293","表層性胃炎",8
"4217","K294","萎縮性化生性胃炎",3
"4218","K294","萎縮性胃炎",95
"4219","K295","慢性胃炎",1579
"4220","K296","アレルギー性胃炎",2
"4221","K296","びらん性胃炎",1
"4222","K296","ヘリコバクター・ピロリ胃炎",73
"4223","K297","胃びらん",2
"4224","K297","胃炎",1278
"4225","K297","術後残胃胃炎",6
"4226","K298","びらん性十二指腸炎",3
"4227","K298","十二指腸炎",7
"4228","K30","機能性ディスペプシア",110
"4229","K30","消化不良性下痢",1
"4230","K310","急性胃拡張",6
"4231","K311","幽門狭窄症",14
"4232","K315","上腸間膜動脈症候群",7
"4233","K315","十二指腸狭窄症",49
"4234","K315","十二指腸閉塞",1
"4235","K316","十二指腸瘻",1
"4236","K317","十二指腸ポリープ",9
"4237","K317","胃ポリープ",1
"4238","K317","胃底腺ポリープ",1
"4239","K317","胃過形成ポリープ",23
"4240","K318","急性胃粘膜病変",4
"4241","K318","痙性胃炎",18
"4242","K318","胃下垂",3
"4243","K318","胃前庭部毛細血管拡張症",12
"4244","K318","胃特発性破裂",1
"4245","K318","胃腸虚弱",3
"4246","K318","胃軸捻症",9
"4247","K318","薬物胃障害",1
"4248","K319","機能性嘔吐",4
"4249","K319","胃粘膜下腫瘤",11
"4250","K353","回盲部周囲膿瘍",1
"4251","K353","虫垂周囲膿瘍",3
"4252","K353","虫垂炎性腹膜炎",2
"4253","K358","急性カタル性虫垂炎",1
"4254","K358","急性壊死性虫垂炎",1
"4255","K358","急性虫垂炎",18
"4256","K359","急性虫垂炎",18
"4257","K36","慢性虫垂炎",3
"4258","K37","虫垂炎",7
"4259","K409","内鼡径ヘルニア",1
"4260","K409","外鼡径ヘルニア",10
"4261","K409","鼡径ヘルニア",31
"4262","K420","臍ヘルニア嵌頓",2
"4263","K429","臍ヘルニア",16
"4264","K430","嵌頓性腹壁瘢痕ヘルニア",5
"4265","K430","絞扼性腹壁瘢痕ヘルニア",1
"4266","K432","腹壁瘢痕ヘルニア",88
"4267","K436","嵌頓性腹壁ヘルニア",8
"4268","K439","上腹壁ヘルニア",1
"4269","K439","正中腹壁ヘルニア",3
